movie_id;collection_id;collection_name;poster_path;backdrop_path
152912;152918;Mister Blot Collection;/44PYEwwjGts8pAob59RHd6zlkKc.jpg;/5uoPsNiFpUYNamSGqE8okN27VRK.jpg
1547;109076;Lost Boys Collection;/rpuL8zSLmVt34gwk03gSGReSjog.jpg;/qXpWa7kDopkOyEhuZtOLgIh4SW9.jpg
155;263;The Dark Knight Collection;/bqS2lMgGkuodIXtDILFWTSWDDpa.jpg;/xfKot7lqaiW4XpL5TtDlVBA9ei9.jpg
1555;239766;The Klapisch Trilogy;/woD0gFHbZgwi9RpLL0uSQ56hnJA.jpg;/p7g6oUYWhKS1TmLo4xBMnDNcsGh.jpg
1562;1565;28 Days/Weeks Later Collection;/4AeGz1Jwnq6ky2kfLT95Tm8nEiw.jpg;/bpn1vynevsKLwAMRikY1L6cb18p.jpg
156603;415931;The Bowery Boys;/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg;/foe3kuiJmg5AklhtD3skWbaTMf2.jpg
1571;1570;Die Hard Collection;/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg;/5kHVblr87FUScuab1PVSsK692IL.jpg
1572;1570;Die Hard Collection;/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg;/5kHVblr87FUScuab1PVSsK692IL.jpg
1573;1570;Die Hard Collection;/dQP1lu4tBtCiAMeCRcuTFpJiM7y.jpg;/5kHVblr87FUScuab1PVSsK692IL.jpg
157350;283579;Divergent Collection;/nXuCj7NcsC2bPJlwD6t2l9ZTDnt.jpg;/uExS9jcaFBM1wJhkn1Q1P0MFpv6.jpg
1577;17255;Resident Evil Collection;/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg;/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg
158015;256322;The Purge Collection;/nP3c8mTSxlis4vfg0UjlkK8LRG9.jpg;/quFWGOA4I5KCTsyDbvLh6PHNZwv.jpg
1583;478442;Lammbock Collection;/kEasQuxb1LYV7sOaaGl2NQ0iMLJ.jpg;/9BtQ6KC6QIT824WZaeMf5JZnXKB.jpg
1588;430186;Bring It On Collection;/iybFuFGBKPD8LXOgugjnA8sI6Bb.jpg;/ypR7RZO9hIAyd3lIx07gJ0AVvbB.jpg
159117;207621;V/H/S Collection;/esfk62fcqTWqB90dAHaVMbDWmbM.jpg;/wSdVm0uxEvYlwMxOAhipUUzey4w.jpg
1593;85943;Night at the Museum Collection;/q2nwE0Qi8U6tsU5HDmiWS2D3dSJ.jpg;/fOmqiIXfJmeANciOTCN6WkKbwK.jpg
159447;162782;Mommies Collection;/o567GZtOIOeXzRziRyF4gUZCWn7.jpg;/psFngVh40DpApbCEM4sE6svz65K.jpg
1597;51509;Meet the Parents Collection;/WFkinadVm4NRynRKuUcaLFNIDx.jpg;/7UWRq79VHc58QXTSn57UsOUKQLZ.jpg
16;498;Heart of Gold Collection;/cwrmUIVzOuR9FdqKBfERkMHdde0.jpg;/293UTX2btTkblOL7WZF1Q7veIJm.jpg
1615;1617;Erkan & Stefan Filmreihe;/CG2JugGacOCWNK3oC7AtZDn2Il.jpg;/6T80Y17D3uRyDkX74wjUns70Yfz.jpg
1616;1617;Erkan & Stefan Filmreihe;/CG2JugGacOCWNK3oC7AtZDn2Il.jpg;/6T80Y17D3uRyDkX74wjUns70Yfz.jpg
1620;390096;Hitman Collection;/3wYKmCgRmpHQsJAbfGM0axs3gos.jpg;/weBIyv0mOydPd0GYJl9iDR3RscM.jpg
162006;185627;Umizaru Collection;/ntg0TTEajCcqKbFUSFoUcFhmhyE.jpg;/jMCImUcLPU9EvlY4f9AAz6fLuXv.jpg
1639;43064;Speed Collection;/9poztwq7SXjEETRdWXcJsl58kxV.jpg;/75mSNcKIkfZSjXDgytC8UFe6vBl.jpg
1642;328073;Síť (kolekce);/k8HvmCUbKHBbTJoe7hJQapQd5Uy.jpg;/5j4HxayNgcAgGStNKqPxM0QNC7V.jpg
164753;245129;Pumping Iron Collection;/eqGCZfslyfzJgzBGG9BmJHEiLdN.jpg;/5hEdn0wwFH9r87ocRxaoUOGd1F3.jpg
165;264;Back to the Future Collection;/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg;/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg
1652;265709;00 Schneider Filmreihe;/20Ik4axObKdCQOhHE2Hj8E9f7oK.jpg;/mqmNfqecVb6M3hu3miKb3nUHYlZ.jpg
1654;124492;The Dirty Dozen Collection;/xCLD1Pul4d6iJJdFf3el7PfMpLc.jpg;/z5Wj3wkksrRjyjhZ2flr00gSjTR.jpg
1656;1657;Zorro Collection;/ziQDmVR3VE0hC0GDWgaQwz0H3Ff.jpg;/wZCWCe4jPJz04dvVGLQ8TtOq9Js.jpg
166;41649;The Party Collection;/5iNzKbwx1A98RzHKfVlAW6dBFgl.jpg;/ei81wJg1P8OwRyhQkXWqmNJ1Y9F.jpg
166747;224026;Monster High Collection;/z230ua2CDBkPAQCOUmENphU9Hm9.jpg;/kDsPcm1Qx5zjPNAZ80dBSHdTowH.jpg
1669;192492;The Jack Ryan Collection;/uCuiExsQDyJagov5aVAyw38YEm.jpg;/qYlcVBifq5T4wyWV00a5Awq0kUi.jpg
166904;415931;The Bowery Boys;/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg;/foe3kuiJmg5AklhtD3skWbaTMf2.jpg
167666;224026;Monster High Collection;/z230ua2CDBkPAQCOUmENphU9Hm9.jpg;/kDsPcm1Qx5zjPNAZ80dBSHdTowH.jpg
1678;374509;Godzilla (Showa) Collection;/scvwS6k8gIW8w24UcmePQqVL10l.jpg;/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg
1679;374509;Godzilla (Showa) Collection;/scvwS6k8gIW8w24UcmePQqVL10l.jpg;/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg
1680;374509;Godzilla (Showa) Collection;/scvwS6k8gIW8w24UcmePQqVL10l.jpg;/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg
168056;245326;The Fjällbacka Murders;/q2ldSCwmdEUpfW4y4HuLpIhauV3.jpg;/hGhTAKFSQfoT4kdpj031SDWdN6k.jpg
1682;374509;Godzilla (Showa) Collection;/scvwS6k8gIW8w24UcmePQqVL10l.jpg;/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg
168530;376650;Ride Along Collection;/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg;/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg
169;399;Predator Collection;/6Z7lASptoiRVxiCFvZaFgH9qp7u.jpg;/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg
1690;86578;Hostel Collection;/2jLQFRlH8CC9cptcANY5cEtC1q8.jpg;/rXf4gEh8m3ZcK9KHkxT78Kscxee.jpg
1694;98036;Re-Animator Collection;/j1v4JQUVwCDH2KKJGjFeShXp2JT.jpg;/keGIwkLEaN2iBUPnXvqGbbNOVbq.jpg
170;1565;28 Days/Weeks Later Collection;/4AeGz1Jwnq6ky2kfLT95Tm8nEiw.jpg;/bpn1vynevsKLwAMRikY1L6cb18p.jpg
171;41649;The Party Collection;/5iNzKbwx1A98RzHKfVlAW6dBFgl.jpg;/ei81wJg1P8OwRyhQkXWqmNJ1Y9F.jpg
1726;131292;Iron Man Collection;/fbeJ7f0aD4A112Bc1tnpzyn82xO.jpg;/rI8zOWkRQJdlAyQ6WJOSlYK6JxZ.jpg
1734;1733;The Mummy Collection;/4UMn5KmXopgpkC862Ms3t5j1sXl.jpg;/1BeKi6IytbfQlQocJSvP2k6sO1a.jpg
1735;1733;The Mummy Collection;/4UMn5KmXopgpkC862Ms3t5j1sXl.jpg;/1BeKi6IytbfQlQocJSvP2k6sO1a.jpg
173897;17255;Resident Evil Collection;/bqnMPsZr9vhjJIwLxc3XzHkYORM.jpg;/8utTJ9WoQeYcZ0Ztciv6auqwLXl.jpg
174195;415931;The Bowery Boys;/q6sA4bzMT9cK7EEmXYwt7PNrL5h.jpg;/foe3kuiJmg5AklhtD3skWbaTMf2.jpg
176;656;Saw Collection;/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg;/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg
1771;131295;Captain America Collection;/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg;/nZSYqitBkAvmoq5IrsGsSWuhSC8.jpg
1811;259398;Teenage Apocalypse Trilogy;/kSLUbpxgcHErkaUc0nB193Nph6Y.jpg;/3pzDZR85GPgdC6b4HwHqzqeEDfB.jpg
1826;239766;The Klapisch Trilogy;/woD0gFHbZgwi9RpLL0uSQ56hnJA.jpg;/p7g6oUYWhKS1TmLo4xBMnDNcsGh.jpg
1845;138908;2 Days In... Collection;/ffwnytEmZsWSZmb8BH7BblRVBfR.jpg;/gzj0bdcB3zZ6u5JSfFBd2TRCcAz.jpg
1858;8650;Transformers Collection;/vOUPHWV8aGXq4yYQ2csje5LdT6g.jpg;/zvZBNNDWd5LcsIBpDhJyCB2MDT7.jpg
187;135179;Sin City Collection;/aGgHxGVmjssn7lw1ZucY5U2gI8K.jpg;/qs200GlvLNIQKUns6AIeLcJWtPT.jpg
1870;103001;Fantomas Collection;/xxE1cXieDAUa8XtarhS9JCCyvBt.jpg;/3WpCsnVPmlvVVTeMxDTQT4XGtog.jpg
1871;103001;Fantomas Collection;/xxE1cXieDAUa8XtarhS9JCCyvBt.jpg;/3WpCsnVPmlvVVTeMxDTQT4XGtog.jpg
1875;103001;Fantomas Collection;/xxE1cXieDAUa8XtarhS9JCCyvBt.jpg;/3WpCsnVPmlvVVTeMxDTQT4XGtog.jpg
1885;8580;The Karate Kid Collection;/o6h2F0C5eZOy50Q76fNYzc9mvvw.jpg;/1ok5JGCsDt4Sh3CkFeXh2F2KB7F.jpg
189;135179;Sin City Collection;/aGgHxGVmjssn7lw1ZucY5U2gI8K.jpg;/qs200GlvLNIQKUns6AIeLcJWtPT.jpg
1891;10;Star Wars Collection;/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg;/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
1892;10;Star Wars Collection;/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg;/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
1893;10;Star Wars Collection;/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg;/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
1894;10;Star Wars Collection;/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg;/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
1895;10;Star Wars Collection;/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg;/d8duYyyC9J5T825Hg7grmaabfxQ.jpg
1924;8537;Superman Collection;/fgTdu62v1jjNDPh68V9TJZMgXbo.jpg;/la0EhOrgVAiY8sf3ILz3wgoaNXH.jpg
1948;64751;Crank Collection;/wmUzRqcAi0KOW7sqnaAvEQtM8l.jpg;/cziWkSXQG3Vul0l3Mu2sOXLS1dC.jpg
196;264;Back to the Future Collection;/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg;/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg
1970;1974;The Grudge Collection;/dohOSIYDEK42stdfKo0pQfrve0h.jpg;/nRfDTqIuaVLu2aB0qFuSmw8btp0.jpg
